machine_id,timestamp,temperature,vibration,pressure,rpm,motor_current
1,2026-08-15 17:07:51.905529,95.0,9.5,4.81,3000.0,21.0
1,2026-08-15 17:08:51.905529,95.0,9.5,5.15,3000.0,21.0
1,2026-08-15 17:09:51.905529,95.0,9.5,5.25,3000.0,21.0
1,2026-08-15 17:10:51.905529,95.0,9.5,4.77,3000.0,21.0
1,2026-08-15 17:11:51.905529,95.0,9.5,5.76,3000.0,21.0
1,2026-08-15 17:12:51.905529,95.0,9.5,5.42,3000.0,21.0
1,2026-08-15 17:13:51.905529,95.0,9.5,5.23,3000.0,21.0
1,2026-08-15 17:14:51.905529,95.0,9.5,4.83,3000.0,21.0
1,2026-08-15 17:15:51.905529,95.0,9.5,4.72,3000.0,21.0
1,2026-08-15 17:16:51.905529,95.0,9.5,5.1,3000.0,21.0
1,2026-08-15 17:17:51.905529,95.0,9.5,5.43,3000.0,21.0
1,2026-08-15 17:18:51.905529,95.0,9.5,5.06,3000.0,21.0
1,2026-08-15 17:19:51.905529,95.0,9.5,5.68,3000.0,21.0
1,2026-08-15 17:20:51.905529,95.0,9.5,4.91,3000.0,21.0
1,2026-08-15 17:21:51.905529,95.0,9.5,5.22,3000.0,21.0
1,2026-08-15 17:22:51.905529,95.0,9.5,4.74,3000.0,21.0
1,2026-08-15 17:23:51.905529,95.0,9.5,4.92,3000.0,21.0
1,2026-08-15 17:24:51.905529,95.0,9.5,4.98,3000.0,21.0
1,2026-08-15 17:25:51.905529,95.0,9.5,6.38,3000.0,21.0
1,2026-08-15 17:26:51.905529,95.0,9.5,3.96,3000.0,21.0
1,2026-08-15 17:27:51.905529,95.0,9.5,4.6,3000.0,21.0
1,2026-08-15 17:28:51.905529,95.0,9.5,4.75,3000.0,21.0
1,2026-08-15 17:29:51.905529,95.0,9.5,4.84,3000.0,21.0
1,2026-08-15 17:30:51.905529,95.0,9.5,5.04,3000.0,21.0
1,2026-08-15 17:31:51.905529,95.0,9.5,4.3,3000.0,21.0
1,2026-08-15 17:32:51.905529,95.0,9.5,5.14,3000.0,21.0
1,2026-08-15 17:33:51.905529,95.0,9.5,5.11,3000.0,21.0
1,2026-08-15 17:34:51.905529,95.0,9.5,5.58,3000.0,21.0
1,2026-08-15 17:35:51.905529,95.0,9.5,5.05,3000.0,21.0
1,2026-08-15 17:36:51.905529,95.0,9.5,5.41,3000.0,21.0
1,2026-08-15 17:37:51.905529,95.0,9.5,4.74,3000.0,21.0
1,2026-08-15 17:38:51.905529,95.0,9.5,5.4,3000.0,21.0
1,2026-08-15 17:39:51.905529,95.0,9.5,5.71,3000.0,21.0
1,2026-08-15 17:40:51.905529,95.0,9.5,4.63,3000.0,21.0
1,2026-08-15 17:41:51.905529,95.0,9.5,4.23,3000.0,21.0
1,2026-08-15 17:42:51.905529,95.0,9.5,5.24,3000.0,21.0
1,2026-08-15 17:43:51.905529,95.0,9.5,5.58,3000.0,21.0
1,2026-08-15 17:44:51.905529,95.0,9.5,4.95,3000.0,21.0
1,2026-08-15 17:45:51.905529,95.0,9.5,5.59,3000.0,21.0
1,2026-08-15 17:46:51.905529,95.0,9.5,4.55,3000.0,21.0
1,2026-08-15 17:47:51.905529,95.0,9.5,4.58,3000.0,21.0
1,2026-08-15 17:48:51.905529,95.0,9.5,4.45,3000.0,21.0
