machine_id,timestamp,temperature,vibration,pressure,rpm,motor_current
1,2026-08-15 14:24:51.902523,67.84,3.94,5.55,3494.01,12.65
1,2026-08-15 14:25:51.902523,63.52,4.43,5.25,3620.0,13.1
1,2026-08-15 14:26:51.902523,66.81,4.55,5.64,3530.68,13.02
1,2026-08-15 14:27:51.902523,67.79,3.55,5.78,3457.37,13.73
1,2026-08-15 14:28:51.902523,65.75,4.59,5.46,3419.38,14.4
1,2026-08-15 14:29:51.902523,68.57,4.15,4.89,3482.58,13.67
1,2026-08-15 14:30:51.902523,66.73,3.75,5.91,3522.96,12.68
1,2026-08-15 14:31:51.902523,67.62,4.36,5.5,3544.15,13.17
1,2026-08-15 14:32:51.902523,68.61,4.36,5.83,3480.03,13.57
1,2026-08-15 14:33:51.902523,67.8,4.33,5.14,3415.02,12.72
1,2026-08-15 14:34:51.902523,66.16,4.15,5.09,3432.08,12.82
1,2026-08-15 14:35:51.902523,66.79,5.0,4.86,3516.55,13.54
1,2026-08-15 14:36:51.902523,66.69,4.72,5.79,3459.59,14.74
1,2026-08-15 14:37:51.902523,66.67,5.0,5.26,3567.43,13.79
1,2026-08-15 14:38:51.902523,68.35,4.68,6.0,3530.98,14.36
1,2026-08-15 14:39:51.902523,66.51,4.67,5.38,3511.1,14.65
1,2026-08-15 14:40:51.902523,67.38,3.92,5.42,3445.03,13.35
1,2026-08-15 14:41:51.902523,67.62,4.14,5.2,3547.79,13.6
1,2026-08-15 14:42:51.902523,67.66,4.62,6.2,3483.5,13.72
1,2026-08-15 14:43:51.902523,69.6,4.63,5.51,3574.76,13.87
1,2026-08-15 14:44:51.902523,68.1,4.55,5.18,3448.97,14.89
1,2026-08-15 14:45:51.902523,67.18,5.0,4.94,3468.65,13.78
1,2026-08-15 14:46:51.902523,69.96,5.0,4.94,3485.42,14.07
1,2026-08-15 14:47:51.902523,66.88,4.84,5.24,3473.79,13.63
1,2026-08-15 14:48:51.902523,67.38,5.0,5.35,3548.02,14.37
1,2026-08-15 14:49:51.902523,70.22,4.84,5.39,3466.33,14.62
1,2026-08-15 14:50:51.902523,69.02,5.0,5.99,3452.16,14.88
1,2026-08-15 14:51:51.902523,68.09,5.0,5.41,3579.88,14.68
1,2026-08-15 14:52:51.902523,71.31,5.0,5.65,3607.05,13.96
1,2026-08-15 14:53:51.902523,70.55,5.0,5.92,3455.13,14.34
1,2026-08-15 14:54:51.902523,69.6,5.0,5.43,3328.55,14.14
1,2026-08-15 14:55:51.902523,68.96,5.0,4.98,3468.03,15.18
1,2026-08-15 14:56:51.902523,69.32,4.64,5.19,3342.97,15.43
1,2026-08-15 14:57:51.902523,68.46,5.0,5.51,3469.33,13.9
1,2026-08-15 14:58:51.902523,68.62,5.0,5.27,3620.0,13.59
1,2026-08-15 14:59:51.902523,71.07,5.0,5.79,3492.24,16.18
1,2026-08-15 15:00:51.902523,71.09,5.0,5.18,3441.47,14.85
1,2026-08-15 15:01:51.902523,69.99,5.0,5.5,3394.52,14.82
1,2026-08-15 15:02:51.902523,68.83,5.0,5.63,3497.31,15.18
1,2026-08-15 15:03:51.902523,69.57,4.92,5.25,3583.71,15.82
1,2026-08-15 15:04:51.902523,69.71,5.0,5.6,3560.39,14.27
1,2026-08-15 15:05:51.902523,69.14,5.0,5.52,3500.55,14.93
1,2026-08-15 15:06:51.902523,68.37,5.0,5.22,3472.45,16.07
1,2026-08-15 15:07:51.902523,70.97,5.0,5.75,3506.5,14.16
1,2026-08-15 15:08:51.902523,69.84,5.0,5.78,3537.25,15.47
1,2026-08-15 15:09:51.902523,71.02,5.0,5.57,3360.62,14.13
1,2026-08-15 15:10:51.902523,71.19,5.0,5.78,3487.17,15.0
1,2026-08-15 15:11:51.902523,70.45,5.0,5.21,3408.42,15.76
1,2026-08-15 15:12:51.902523,70.24,5.0,5.08,3431.81,14.66
1,2026-08-15 15:13:51.902523,70.35,5.0,5.65,3479.98,14.81
1,2026-08-15 15:14:51.902523,69.3,5.0,6.1,3463.43,14.9
1,2026-08-15 15:15:51.902523,71.18,5.0,5.46,3484.88,14.43
1,2026-08-15 15:16:51.902523,69.65,5.0,5.99,3547.28,15.56
1,2026-08-15 15:17:51.902523,69.39,5.0,5.29,3519.92,15.93
1,2026-08-15 15:18:51.902523,71.82,5.0,4.95,3420.64,14.86
1,2026-08-15 15:19:51.902523,70.94,5.0,5.25,3494.61,14.63
1,2026-08-15 15:20:51.902523,71.99,5.0,4.77,3307.68,14.78
1,2026-08-15 15:21:51.902523,69.53,5.0,5.48,3447.03,15.39
1,2026-08-15 15:22:51.902523,70.31,5.0,5.87,3463.01,14.67
1,2026-08-15 15:23:51.902523,73.37,5.0,5.55,3475.51,16.26
1,2026-08-15 15:24:51.902523,71.08,5.0,5.23,3426.21,16.09
1,2026-08-15 15:25:51.902523,73.44,5.0,4.84,3514.47,16.11
1,2026-08-15 15:26:51.902523,70.72,5.0,6.1,3419.17,15.28
1,2026-08-15 15:27:51.902523,69.81,5.0,5.31,3438.1,16.36
1,2026-08-15 15:28:51.902523,69.0,5.0,5.82,3335.84,15.75
1,2026-08-15 15:29:51.902523,72.8,5.0,5.15,3380.42,14.59
1,2026-08-15 15:30:51.902523,72.49,5.0,5.7,3435.24,14.89
1,2026-08-15 15:31:51.902523,72.78,5.0,5.27,3620.0,16.5
1,2026-08-15 15:32:51.902523,71.84,5.0,5.5,3508.07,16.48
1,2026-08-15 15:33:51.902523,70.67,5.0,5.61,3472.06,15.26
1,2026-08-15 15:34:51.902523,70.05,5.0,5.66,3477.58,15.84
1,2026-08-15 15:35:51.902523,70.07,5.0,5.7,3520.68,16.28
1,2026-08-15 15:36:51.902523,72.16,5.0,5.71,3537.69,15.38
1,2026-08-15 15:37:51.902523,70.6,5.0,5.33,3402.79,16.25
1,2026-08-15 15:38:51.902523,72.36,5.0,5.84,3610.23,16.5
1,2026-08-15 15:39:51.902523,70.41,5.0,5.12,3570.61,16.5
1,2026-08-15 15:40:51.902523,71.98,5.0,5.42,3545.96,15.77
1,2026-08-15 15:41:51.902523,72.82,5.0,5.55,3497.81,15.81
1,2026-08-15 15:42:51.902523,71.07,5.0,5.66,3465.29,16.39
1,2026-08-15 15:43:51.902523,73.42,5.0,5.74,3520.21,15.79
1,2026-08-15 15:44:51.902523,73.44,5.0,4.93,3435.17,15.92
1,2026-08-15 15:45:51.902523,73.61,5.0,5.1,3511.27,16.5
1,2026-08-15 15:46:51.902523,73.04,5.0,5.56,3527.57,15.98
1,2026-08-15 15:47:51.902523,73.56,5.0,5.56,3458.8,15.51
1,2026-08-15 15:48:51.902523,75.01,5.0,5.85,3379.9,16.29
1,2026-08-15 15:49:51.902523,73.85,5.0,5.08,3421.18,15.96
1,2026-08-15 15:50:51.902523,71.83,5.0,5.85,3520.29,15.29
1,2026-08-15 15:51:51.902523,72.19,5.0,5.43,3436.92,16.5
1,2026-08-15 15:52:51.902523,73.05,5.0,5.26,3371.42,16.5
1,2026-08-15 15:53:51.902523,72.68,5.0,5.35,3452.64,16.5
1,2026-08-15 15:54:51.902523,73.11,5.0,5.42,3383.43,16.46
1,2026-08-15 15:55:51.902523,73.53,5.0,5.12,3465.58,16.5
1,2026-08-15 15:56:51.902523,73.49,5.0,5.6,3426.09,16.5
1,2026-08-15 15:57:51.902523,73.13,5.0,5.45,3442.16,16.5
1,2026-08-15 15:58:51.902523,72.4,5.0,5.56,3305.76,16.05
1,2026-08-15 15:59:51.902523,73.41,5.0,5.25,3441.1,16.13
1,2026-08-15 16:00:51.902523,73.18,5.0,5.45,3506.97,16.42
1,2026-08-15 16:01:51.902523,72.38,5.0,5.06,3425.6,16.23
1,2026-08-15 16:02:51.902523,73.4,5.0,5.8,3515.6,16.5
1,2026-08-15 16:03:51.902523,72.89,5.0,5.59,3538.14,16.5
1,2026-08-15 16:04:51.902523,75.33,5.0,5.41,3455.73,16.5
1,2026-08-15 16:05:51.902523,75.09,5.0,5.05,3477.24,16.5
1,2026-08-15 16:06:51.902523,73.21,5.0,5.15,3458.97,16.5
1,2026-08-15 16:07:51.902523,73.75,5.0,5.79,3555.5,16.5
1,2026-08-15 16:08:51.902523,73.46,5.0,5.39,3532.49,16.04
1,2026-08-15 16:09:51.902523,74.81,5.0,5.92,3468.82,16.5
1,2026-08-15 16:10:51.902523,76.27,5.0,5.54,3487.73,16.5
1,2026-08-15 16:11:51.902523,73.8,5.0,5.34,3528.52,16.5
1,2026-08-15 16:12:51.902523,72.32,5.0,4.94,3503.23,16.5
1,2026-08-15 16:13:51.902523,74.8,5.0,5.01,3489.28,16.5
1,2026-08-15 16:14:51.902523,75.79,5.0,5.38,3538.47,16.5
1,2026-08-15 16:15:51.902523,74.69,5.0,4.97,3506.89,16.5
1,2026-08-15 16:16:51.902523,75.22,5.0,5.96,3427.22,16.5
1,2026-08-15 16:17:51.902523,75.46,5.0,5.47,3401.71,16.5
1,2026-08-15 16:18:51.902523,76.48,5.0,5.25,3448.44,16.5
1,2026-08-15 16:19:51.902523,73.7,5.0,5.55,3529.06,16.5
1,2026-08-15 16:20:51.902523,76.71,5.0,5.42,3476.17,16.5
1,2026-08-15 16:21:51.902523,74.83,5.0,5.67,3496.87,16.5
1,2026-08-15 16:22:51.902523,74.9,5.0,5.24,3509.68,16.5
1,2026-08-15 16:23:51.902523,75.19,5.0,5.58,3528.15,16.5
1,2026-08-15 16:24:51.902523,73.65,5.0,5.91,3455.15,16.5
1,2026-08-15 16:25:51.902523,74.19,5.0,5.19,3344.84,16.5
1,2026-08-15 16:26:51.902523,74.91,5.0,5.62,3546.24,16.5
1,2026-08-15 16:27:51.902523,78.0,5.0,5.55,3452.63,16.5
1,2026-08-15 16:28:51.902523,74.74,5.0,5.35,3523.72,16.5
1,2026-08-15 16:29:51.902523,74.96,5.0,5.0,3528.75,16.5
1,2026-08-15 16:30:51.902523,76.47,5.0,5.92,3405.37,16.5
1,2026-08-15 16:31:51.902523,75.43,5.0,5.46,3446.36,16.5
1,2026-08-15 16:32:51.902523,76.56,5.0,5.25,3440.9,16.5
1,2026-08-15 16:33:51.902523,75.95,5.0,5.77,3560.42,16.5
1,2026-08-15 16:34:51.902523,78.0,5.0,5.58,3444.33,16.5
1,2026-08-15 16:35:51.902523,75.71,5.0,5.71,3524.77,16.5
1,2026-08-15 16:36:51.902523,75.6,5.0,5.45,3560.47,16.5
1,2026-08-15 16:37:51.902523,75.63,5.0,4.99,3524.58,16.5
1,2026-08-15 16:38:51.902523,76.87,5.0,4.7,3488.51,16.5
1,2026-08-15 16:39:51.902523,76.42,5.0,5.52,3545.94,16.5
1,2026-08-15 16:40:51.902523,77.93,5.0,6.01,3467.11,16.5
1,2026-08-15 16:41:51.902523,77.75,5.0,5.42,3459.7,16.5
1,2026-08-15 16:42:51.902523,75.12,5.0,5.41,3566.79,16.5
1,2026-08-15 16:43:51.902523,76.5,5.0,5.52,3451.52,16.5
1,2026-08-15 16:44:51.902523,77.19,5.0,5.35,3450.54,16.5
1,2026-08-15 16:45:51.902523,76.93,5.0,5.55,3567.98,16.5
1,2026-08-15 16:46:51.902523,76.74,5.0,5.35,3431.87,16.5
1,2026-08-15 16:47:51.902523,76.99,5.0,5.54,3402.43,16.5
1,2026-08-15 16:48:51.902523,77.56,5.0,5.4,3388.49,16.5
1,2026-08-15 16:49:51.902523,77.34,5.0,5.81,3300.0,16.5
1,2026-08-15 16:50:51.902523,78.0,5.0,5.95,3481.96,16.5
1,2026-08-15 16:51:51.902523,77.84,5.0,5.72,3482.85,16.5
1,2026-08-15 16:52:51.902523,78.0,5.0,5.58,3486.29,16.5
1,2026-08-15 16:53:51.902523,77.33,5.0,5.3,3452.38,16.5
1,2026-08-15 16:54:51.902523,78.0,5.0,4.89,3583.51,16.5
1,2026-08-15 16:55:51.902523,76.74,5.0,5.51,3522.78,16.5
1,2026-08-15 16:56:51.902523,78.0,5.0,4.7,3498.97,16.5
1,2026-08-15 16:57:51.902523,78.0,5.0,5.51,3606.03,16.5
1,2026-08-15 16:58:51.902523,77.12,5.0,4.96,3488.25,16.5
1,2026-08-15 16:59:51.902523,78.0,5.0,5.66,3419.16,16.5
1,2026-08-15 17:00:51.902523,78.0,5.0,5.4,3485.35,16.5
1,2026-08-15 17:01:51.902523,78.0,5.0,5.85,3411.06,16.5
1,2026-08-15 17:02:51.902523,76.71,5.0,5.55,3495.84,16.5
1,2026-08-15 17:03:51.902523,78.0,5.0,5.16,3319.84,16.5
1,2026-08-15 17:04:51.902523,77.84,5.0,5.75,3620.0,16.5
1,2026-08-15 17:05:51.902523,76.8,5.0,5.61,3455.55,16.5
1,2026-08-15 17:06:51.902523,77.71,5.0,5.94,3565.64,16.5
1,2026-08-15 17:07:51.902523,78.0,5.0,5.39,3501.73,16.5
1,2026-08-15 17:08:51.902523,78.0,5.0,5.66,3531.98,16.5
1,2026-08-15 17:09:51.902523,78.0,5.0,5.33,3521.03,16.5
1,2026-08-15 17:10:51.902523,78.0,5.0,5.32,3382.16,16.5
1,2026-08-15 17:11:51.902523,78.0,5.0,5.56,3485.02,16.5
1,2026-08-15 17:12:51.902523,78.0,5.0,5.5,3332.44,16.5
1,2026-08-15 17:13:51.902523,78.0,5.0,5.42,3464.64,16.5
1,2026-08-15 17:14:51.902523,78.0,5.0,5.43,3521.15,16.5
1,2026-08-15 17:15:51.902523,78.0,5.0,5.44,3500.84,16.5
1,2026-08-15 17:16:51.902523,78.0,5.0,5.33,3319.56,16.5
1,2026-08-15 17:17:51.902523,77.44,5.0,5.28,3455.44,16.5
1,2026-08-15 17:18:51.902523,78.0,5.0,5.3,3455.33,16.5
1,2026-08-15 17:19:51.902523,77.02,5.0,4.7,3542.25,16.5
1,2026-08-15 17:20:51.902523,78.0,5.0,5.6,3414.37,16.5
1,2026-08-15 17:21:51.902523,78.0,5.0,5.25,3461.93,16.5
1,2026-08-15 17:22:51.902523,78.0,5.0,5.76,3395.09,16.5
1,2026-08-15 17:23:51.902523,78.0,5.0,5.04,3359.77,16.5
1,2026-08-15 17:24:51.902523,78.0,5.0,5.36,3457.96,16.5
1,2026-08-15 17:25:51.902523,78.0,5.0,5.72,3414.77,16.5
1,2026-08-15 17:26:51.902523,78.0,5.0,4.96,3430.55,16.5
1,2026-08-15 17:27:51.902523,78.0,5.0,5.77,3303.05,16.5
1,2026-08-15 17:28:51.902523,78.0,5.0,5.17,3398.11,16.5
1,2026-08-15 17:29:51.902523,78.0,5.0,5.67,3537.26,16.5
1,2026-08-15 17:30:51.902523,78.0,5.0,5.69,3459.93,16.5
1,2026-08-15 17:31:51.902523,78.0,5.0,5.92,3429.94,16.5
1,2026-08-15 17:32:51.902523,78.0,5.0,5.94,3344.32,16.5
1,2026-08-15 17:33:51.902523,78.0,5.0,5.15,3300.0,16.5
1,2026-08-15 17:34:51.902523,78.0,5.0,5.07,3391.56,16.5
1,2026-08-15 17:35:51.902523,78.0,5.0,5.6,3369.61,16.5
1,2026-08-15 17:36:51.902523,78.0,5.0,5.02,3389.19,16.5
1,2026-08-15 17:37:51.902523,78.0,5.0,5.22,3385.48,16.5
1,2026-08-15 17:38:51.902523,78.0,5.0,5.37,3484.62,16.5
1,2026-08-15 17:39:51.902523,78.0,5.0,5.58,3499.73,16.5
1,2026-08-15 17:40:51.902523,78.0,5.0,5.6,3369.79,16.5
1,2026-08-15 17:41:51.902523,78.0,5.0,4.8,3412.87,16.5
1,2026-08-15 17:42:51.902523,78.0,5.0,5.61,3472.77,16.5
1,2026-08-15 17:43:51.902523,78.0,5.0,5.38,3402.52,16.5
1,2026-08-15 17:44:51.902523,78.0,5.0,5.62,3363.51,16.5
1,2026-08-15 17:45:51.902523,78.0,5.0,5.15,3525.14,16.5
1,2026-08-15 17:46:51.902523,78.0,5.0,5.61,3367.3,16.5
1,2026-08-15 17:47:51.902523,78.0,5.0,6.15,3300.0,16.5
1,2026-08-15 17:48:51.902523,78.0,5.0,5.52,3406.6,16.5
